CD_MATERIAL,CD_NCM
593,39174090
594,73181200
595,73181200
596,73181200
597,39174090
598,90178090
599,73181200
600,73181200
601,39174090
602,73181200
603,73181200
604,73181200
605,39174090
606,90178090
607,73181200
608,39174090
609,85365090
610,73181500
611,39174090
612,73181200
613,73181200
614,73181200
615,39174090
616,44071000
617,73181200
618,44079990
619,39174090
620,73181200
621,44079990
622,44079990
623,73181200
624,39174090
625,44079990
626,39174090
627,44012100
628,39174090
629,44012100
630,39174090
631,44012100
632,73181200
633,73181200
634,39174090
635,44079990
636,73181200
637,73181200
638,39174090
639,73181200
640,44071100
641,73181500
642,39174090
643,73181500
644,39174090
645,44071100
646,73181500
647,39174090
648,44071100
649,39174090
650,44071100
651,73181500
652,44071100
653,73181500
654,44071100
655,73181500
656,39174090
657,73181200
658,39174090
659,73181200
660,39174090
661,73181200
662,73181200
663,73181300
664,39174090
665,73181300
666,39174090
667,73181600
668,73181600
669,39174090
670,73181600
671,73181600
672,73181600
673,39259090
674,39174090
675,73181600
676,83082000
677,85381000
678,83082000
679,39174090
680,83082000
681,85381000
682,83082000
683,83082000
684,39174090
685,83082000
686,83082000
687,83082000
688,39174090
689,83082000
690,39174090
691,83082000
692,39174090
693,83082000
694,83082000
695,39174090
696,83082000
697,83082000
698,83082000
699,83082000
700,83082000
701,85381000
702,76061190
703,76061190
704,76061190
705,76061190
706,76061190
707,39259090
708,39259090
709,85381000
710,39259090
711,85381000
712,69109000
713,69109000
714,39259090
715,69101000
716,69101000
717,39259090
718,69109000
719,69109000
720,84818093
721,39211390
722,82055900
723,84818093
724,82055900
725,84818011
726,96039000
727,39174090
728,96034010
729,96034010
730,96034010
731,39174090
732,96034010
733,39174090
734,96034010
735,84818093
736,39174090
737,39174090
738,96034010
739,96034010
740,84818011
741,39174090
742,96034010
743,84818011
744,39174090
745,96034010
746,96034010
747,39174090
748,96034010
749,96034010
750,39174090
751,84818011
752,73269090
753,39174090
754,84818011
755,96034090
756,39174090
757,84818011
758,96034090
759,96034090
760,39174090
761,96034090
762,96034090
763,84818093
764,39174090
765,96034090
766,96034090
767,44123900
768,84818011
769,39174090
770,44123900
771,44123900
772,84818011
773,44123900
774,44129900
775,84818011
776,39174090
777,84818093
778,44129900
779,44129900
780,44072990
781,44123900
782,39174090
783,39174090
784,44123900
785,68109900
786,39174090
787,39174090
788,44123900
789,44129900
790,39174090
791,68109900
792,39174090
793,94051190
794,96034090
795,96034090
796,96034090
797,39174090
798,96034090
799,44079990
800,96034090
801,96034090
802,39174090
803,96034090
804,96034090
805,96034090
806,44079990
807,39174090
808,96034010
809,44072990
810,39174090
811,96034010
812,96034010
813,84818095
814,73144100
815,96034010
816,73269090
817,96040000
818,96034090
819,84818095
820,96034090
821,96040000
822,84818095
823,84818095
824,96034090
825,96034090
826,39174090
827,96040000
828,96034090
829,96034090
830,39174090
831,96034090
832,44079990
833,44079990
834,39174090
835,44079990
836,69109000
837,39174090
838,44079990
839,39222000
840,82032010
841,39222000
842,39174090
843,39222000
844,69109000
845,82032010
846,39174090
847,39174090
848,82021000
849,39174090
850,69109000
851,82021000
852,39174090
853,69109000
854,85365090
855,69109000
856,69109000
857,39174090
858,69109000
859,69109000
860,39174090
861,69109000
862,39174090
863,69109000
864,69109000
865,69109000
866,69109000
867,69109000
868,69109000
869,69109000
870,69109000
871,69109000
872,69109000
873,85365090
874,69109000
875,69109000
876,39162000
877,69109000
878,69109000
879,69101000
880,39174090
881,39172300
882,39172300
883,69101000
884,87168000
885,69101000
886,39172300
887,69101000
888,69101000
889,87168000
890,69101000
891,69109000
892,87168000
893,69109000
894,69109000
895,39172300
896,87168000
897,69109000
898,39172300
899,69109000
900,82019000
901,69109000
902,39172300
903,69109000
904,69109000
905,69109000
906,39172300
907,82019000
908,69109000
909,69109000
910,82041100
911,69109000
912,39172300
913,69109000
914,82041100
915,69109000
916,82041100
917,69109000
918,69109000
919,82041100
920,82041100
922,82041100
923,39172300
924,82041100
925,82041100
926,82041100
927,69109000
928,39172300
929,82041100
930,69109000
931,82041100
932,82041100
933,82054000
934,73181500
935,39172300
936,82054000
937,39172300
938,82054000
939,44079990
940,82054000
941,85393100
942,94052000
943,82054000
944,94052000
945,39172300
946,82054000
947,73170020
948,73170020
949,39172300
950,82054000
951,82054000
952,39172300
953,44079990
954,44079990
955,39172300
956,82054000
957,44079990
958,82054000
959,39174090
960,38245000
961,82054000
962,39174090
963,82054000
964,44079990
965,82054000
966,39174090
967,82054000
968,39174090
969,44079990
970,44079990
971,39174090
972,82054000
973,82054000
974,39174090
975,84137090
976,84137090
977,39174090
978,82054000
979,85393100
980,82054000
981,85393100
982,55111000
983,85393100
984,85393100
985,82054000
986,85393100
987,55111000
988,85393100
989,82054000
990,85393100
991,56074900
992,85393100
993,82054000
994,85393100
995,56074900
996,82054000
997,44123900
998,44123900
999,73170090
1000,82054000
1001,44123900
1002,44123900
1003,82054000
1004,44123900
1005,39209990
1006,44123900
1007,82054000
1008,82055900
1009,39251000
1010,39251000
1011,39209990
1012,39251000
1013,39251000
1014,82055900
1015,39251000
1016,39209990
1017,39251000
1018,84818019
1019,82055900
1020,82055900
1021,39209990
1022,82013000
1023,44079990
1024,39209990
1025,72172090
1026,72172090
1027,72172090
1028,72172090
1029,39209990
1030,82013000
1031,73170020
1032,82013000
1033,82055900
1034,73170020
1035,82013000
1036,73170090
1037,82013000
1038,73170090
1039,73170090
1040,82019000
1041,44182900
1042,73170090
1043,82019000
1044,73170090
1045,73170090
1046,82019000
1047,44182900
1048,73170090
1049,73170090
1050,73170090
1051,44182900
1052,85365090
1053,44182900
1054,73170090
1055,73170090
1056,73170090
1057,73170090
1058,73170090
1059,44182900
1060,73170090
1061,73170090
1062,44182900
1063,73170090
1064,73170090
1065,73170090
1066,44182900
1067,73170090
1068,73170090
1069,73170090
1070,44182900
1071,73170090
1072,85366910
1073,73170090
1074,44182900
1075,73170090
1076,44182900
1077,73170090
1078,73170090
1079,73170090
1080,73170090
1081,44182900
1082,73170090
1083,85366910
1084,73084000
1085,72142000
1086,44182900
1087,85365090
1088,44182900
1089,39269090
1090,82032010
1091,82032010
1092,44182900
1093,82055900
1094,85366910
1095,44182900
1096,39191020
1097,39191020
1098,39191020
1099,44182900
1100,85365090
1101,44182900
1102,44182900
1103,85365090
1104,39222000
1105,39222000
1106,39222000
1107,39222000
1108,44182900
1109,39222000
1110,44182900
1111,39222000
1112,44182900
1113,39222000
1114,39229000
1115,44182900
1116,39229000
1117,39229000
1118,44182900
1119,39229000
1120,39229000
1121,39229000
1122,44182900
1123,39174090
1124,39174090
1125,44182900
1126,39174090
1127,39259090
1128,85365090
1129,44182900
1130,39259090
1131,39259090
1132,44182900
1133,85365090
1134,39259090
1135,39259090
1136,44182900
1137,39259090
1138,76109000
1139,44182900
1140,39173900
1141,44182900
1142,39173900
1143,39173900
1144,44182900
1145,85366910
1146,39229000
1147,39259090
1148,44182900
1149,85365090
1150,76109000
1151,85366910
1152,44182900
1153,39259090
1154,39259090
1155,44182900
1156,39259090
1157,39259090
1158,39259090
1159,39259090
1160,39259090
1161,39259090
1162,85365090
1163,44182900
1164,39172300
1165,84248990
1166,82055900
1167,44182900
1168,76101000
1169,76101000
1170,85365090
1171,76101000
1172,44182900
1173,76101000
1174,76101000
1175,76101000
1176,76101000
1177,76101000
1178,76101000
1179,85365090
1180,44182900
1181,82052000
1182,82032010
1183,44182900
1184,82032010
1185,82032010
1186,82052000
1187,44182900
1188,82032010
1189,82052000
1190,82055900
1191,44182900
1192,82052000
1193,84138100
1194,44182100
1195,82011000
1196,44182100
1197,44182100
1198,82011000
1199,72162100
1200,44182100
1201,82013000
1202,72162100
1203,44182100
1204,72162100
1205,82013000
1206,82055900
1207,44182100
1208,44182100
1209,82013000
1210,44182100
1211,39259090
1212,44182900
1213,39259090
1214,82055900
1215,44182900
1216,82055900
1217,82023100
1218,44182900
1219,68042211
1220,39259090
1221,68042211
1222,39252000
1223,68042211
1224,68042211
1225,68042211
1226,82119390
1227,39259090
1228,39191020
1229,44182900
1230,39191020
1231,96091000
1232,44182900
1233,85366910
1234,61161000
1235,61161000
1236,44182900
1237,85366910
1238,90178010
1239,44182900
1240,85366910
1241,90178010
1242,90178010
1243,44092900
1244,73269090
1245,85366910
1246,82016000
1247,85359000
1248,82016000
1249,85366910
1250,44092900
1251,94037000
1252,94037000
1253,94037000
1254,39222000
1255,85369090
1256,44092900
1257,39222000
1258,85366910
1259,44092900
1260,39222000
1261,39222000
1262,39222000
1263,39222000
1264,39222000
1265,44092900
1266,85366910
1267,39222000
1268,39222000
1269,39222000
1270,85366910
1271,39222000
1272,39222000
1273,39222000
1274,85366910
1275,39174090
1276,84818019
1277,44160090
1278,84818019
1279,85369090
1280,84818019
1281,94051190
1282,84818019
1283,85369090
1284,84818019
1285,85366910
1286,84818019
1287,84818019
1289,84248221
1290,85366910
1291,84248221
1292,85366910
1293,39229000
1294,39229000
1295,82032090
1296,73170090
1297,82032090
1298,82032090
1299,82032090
1300,90178090
1301,90178090
1302,90178090
1303,73170090
1304,90178090
1305,90178090
1306,44039900
1307,44072990
1308,44079990
1309,44079990
1310,44079990
1311,44072990
1312,44079990
1313,44079990
1314,44079990
1315,44130000
1316,44039900
1317,44079990
1318,44072990
1319,84818019
1320,39221000
1321,39221000
1322,39221000
1323,39221000
1324,39221000
1325,39221000
1326,39221000
1327,39221000
1328,39229000
1329,84212100
1330,84212100
1331,84212100
1332,84818019
1333,84818019
1334,84818095
1335,84818095
1336,84818095
1337,84818095
1339,84818095
1340,84818019
1341,84818019
1342,84818019
1343,84818095
1344,84818095
1345,84818095
1346,84818095
1347,84818095
1348,39221000
1349,84818019
1350,84818019
1351,84818019
1352,84818019
1353,84818019
1354,84818019
1355,84818019
1356,84818019
1357,84818019
1358,84818019
1359,84818019
1360,84818019
1361,84818019
1362,84818099
1363,76169900
1364,76169900
1365,76169900
1366,76169900
1367,76042920
1368,76042920
1369,44181100
1370,44181100
1371,73181500
1372,84818019
1373,73181500
1374,73181500
1375,73181500
1376,73181500
1377,73181500
1378,73181500
1379,73181500
1380,73181500
1381,39174090
1382,39174090
1383,39174090
1384,39174090
1385,39174090
1386,39174090
1387,39174090
1388,84818019
1389,39174090
1390,39174090
1391,39174090
1392,84818019
1393,39174090
1394,84818019
1395,39174090
1396,40169300
1397,84818019
1398,40169300
1399,40169300
1400,84818019
1401,40169300
1402,84818019
1403,39222000
1404,39222000
1405,39222000
1406,39222000
1407,39174090
1408,39174090
1409,84818019
1410,39174090
1411,84818019
1412,39174090
1413,84818019
1414,84818019
1415,39174090
1416,84818019
1417,39174090
1418,84818019
1419,84818019
1420,39174090
1421,84818019
1422,39174090
1423,84818019
1424,39174090
1425,39174090
1426,39174090
1427,84818019
1428,84818019
1429,39174090
1430,39174090
1431,39174090
1433,39174090
1434,84818019
1435,84818019
1436,84818019
1437,39174090
1438,39174090
1439,25223000
1440,32041700
1441,39174090
1442,32041700
1443,32041700
1444,39174090
1445,39174090
1446,32041700
1447,32041700
1448,32041700
1449,39174090
1450,32041700
1451,32041700
1452,39174090
1453,32141020
1454,39174090
1455,32141020
1456,32141020
1457,39174090
1458,32141020
1459,32141020
1460,39174090
1461,39174090
1462,32141020
1463,39174090
1465,39174090
1466,39174090
1467,39174090
1468,39174090
1469,39174090
1470,39174090
1471,39174090
1472,39174090
1473,25223000
1474,39174090
1475,25223000
1476,25223000
1477,39174090
1478,25223000
1479,25223000
1480,39174090
1481,25223000
1482,25223000
1483,25223000
1484,39174090
1485,25223000
1486,25223000
1487,25223000
1488,39174090
1489,25223000
1491,25223000
1492,25223000
1493,25223000
1494,25223000
1495,25223000
1496,32089021
1497,32149000
1498,39174090
1499,39174090
1500,32081010
1501,39174090
1502,32081010
1503,39174090
1504,32081010
1505,32081010
1506,39174090
1507,32081010
1508,32081010
1509,39174090
1510,32081010
1511,39174090
1512,32081010
1513,32081010
1514,39174090
1515,39174090
1516,39174090
1517,32081010
1518,39174090
1519,32081010
1520,39174090
1521,32081010
1522,32081010
1523,32081010
1524,39174090
1525,32081010
1526,32081010
1527,32081010
1528,39174090
1529,32081010
1530,32081010
1531,32081010
1532,39174090
1533,32081010
1534,32081010
1535,39174090
1536,39174090
1537,39174090
1538,39174090
1539,39174090
1540,39174090
1541,39174090
1542,39174090
1543,39174090
1544,39174090
1545,32081010
1546,32081010
1547,32081010
1548,32081010
1549,39174090
1550,32081010
1551,32081010
1552,39174090
1553,32081010
1554,32081010
1555,39174090
1556,32081010
1557,32081010
1558,39174090
1559,32081010
1560,32081010
1561,32081010
1562,39174090
1563,32081010
1564,32081010
1565,39174090
1566,32081010
1567,32081010
1568,32081010
1570,32081010
1571,32081010
1572,32081010
1573,32081010
1574,32081010
1575,32081010
1576,39174090
1578,32081010
1579,32081010
1580,32091010
1581,39174090
1582,32091010
1583,32091010
1584,32091010
1585,39174090
1586,32091010
1587,39174090
1588,32091010
1589,39174090
1590,39174090
1591,39174090
1592,39174090
1593,39174090
1594,39174090
1595,32091010
1596,32091010
1597,32091010
1598,39174090
1599,32091010
1600,39174090
1601,32091010
1602,44079990
1603,32091010
1604,32091010
1605,39174090
1606,32091010
1607,32091010
1608,32091010
1610,32091010
1611,44079990
1612,39174090
1613,44079990
1615,39174090
1616,39174090
1617,39173290
1618,39174090
1619,39174090
1620,39174090
1621,39174090
1622,39174090
1623,39174090
1624,39173229
1625,39174090
1626,39174090
1627,39174090
1628,39174090
1629,39174090
1630,39174090
1633,73170090
1634,39174090
1635,39174090
1636,32091010
1637,32141010
1638,39174090
1639,39174090
1641,44079990
1642,44079990
1643,39174090
1644,39174090
1645,32141010
1647,44079990
1648,35061090
1649,32091010
1650,35061090
1651,44079990
1652,35061090
1653,35061010
1654,44072990
1655,39174090
1656,32141010
1657,39174090
1658,44079990
1659,39174090
1660,39174090
1661,44079990
1662,32141010
1663,39174090
1664,39174090
1665,39174090
1666,44079990
1667,32141010
1668,44079990
1669,32141010
1670,32141010
1671,40119090
1672,40139000
1673,39209990
1674,39201099
1676,39209990
1677,87168000
1678,35061090
1679,32081010
1680,87168000
1681,87168000
1682,32081010
1683,35061090
1684,87168000
1685,40069000
1686,87168000
1688,40069000
1689,87168000
1690,87169090
1691,73269090
1692,73269090
1693,73269090
1694,73269090
1695,73269090
1696,32149000
1697,76101000
1698,32149000
1699,32149000
1700,32149000
1701,76101000
1702,32149000
1703,32149000
1704,38244000
1705,38244000
1706,38244000
1707,82055900
1709,83021000
1710,82014000
1711,82014000
1712,76101000
1713,82014000
1714,76101000
1715,82052000
1716,82052000
1717,82052000
1718,82055900
1719,82055900
1720,73251000
1721,73251000
1722,73251000
1723,82021000
1724,82021000
1725,82021000
1726,82021000
1727,66020000
1728,66020000
1729,66020000
1730,66020000
1731,66020000
1732,66020000
1733,83024900
1734,83024900
1735,72162100
1736,72162100
1737,72162100
1738,72162100
1739,72162100
1741,32091010
1742,32091010
1743,32091010
1744,32091010
1745,32091010
1746,32091010
1747,32091010
1748,32091010
1749,32091010
1750,32091010
1751,32091010
1752,83024900
1753,83024900
1754,83024900
1755,82052000
1756,73181200
1757,90179010
1758,90179010
1759,84138100
1760,84138100
1761,84138100
1762,32091010
1763,32091010
1764,32091010
1765,76101000
1766,32091010
1767,76101000
1768,76101000
1770,44170090
1772,94054900
1773,44170090
1774,94054900
1775,38245000
1776,44170090
1777,25202090
1778,38245000
1779,85393900
1780,38245000
1781,85393900
1782,38245000
1783,82021000
1784,38245000
1785,42021210
1786,44079990
1788,83021000
1789,32091010
1790,32091010
1791,39259090
1792,32091010
1793,32091010
1794,83021000
1795,32041700
1796,32041700
1797,83021000
1798,83021000
1799,32041700
1800,32041700
1801,32041700
1802,32041700
1803,83021000
1804,25223000
1805,32141020
1806,83021000
1807,83021000
1809,32141020
1810,83021000
1811,83021000
1812,83021000
1813,83021000
1814,83021000
1815,83021000
1816,83021000
1817,83014000
1818,32141020
1819,83014000
1820,83014000
1821,32141020
1822,32141020
1823,83014000
1824,32141020
1825,32141020
1826,83014000
1827,32091010
1828,83014000
1829,83014000
1830,32091010
1831,32091010
1832,83014000
1833,32091010
1834,32091010
1835,83014000
1836,32091010
1837,32091010
1838,32091010
1839,83014000
1840,32091010
1841,32091010
1842,83014000
1843,32091010
1844,32091010
1845,32091010
1846,32091010
1847,32091010
1848,83014000
1849,32091010
1850,83014000
1851,32091010
1852,32091010
1853,32091010
1854,83014000
1855,83014000
1856,82014000
1857,32091010
1858,32091010
1859,83014000
1860,83014000
1861,32091010
1862,32091010
1863,32091010
1864,83014000
1865,32091010
1866,32091010
1867,83014000
1868,32091010
1869,83014000
1870,32091010
1871,83014000
1872,83014000
1873,82014000
1874,83014000
1875,82014000
1876,82014000
1877,82014000
1878,87169090
1879,68042211
1880,87169090
1881,32091010
1882,32091010
1883,68042211
1884,32091010
1885,68042211
1886,44123900
1887,44123900
1888,44123900
1889,85381000
1890,39259090
1891,39259090
1892,39201099
1893,39259090
1894,39259090
1895,39201099
1896,39259090
1897,96039000
1898,96039000
1899,96039000
1900,82019000
1901,72122090
1902,82019000
1903,72122090
1904,82019000
1905,72122090
1906,82019000
1907,72122090
1908,82019000
1909,82019000
1910,72122090
1911,82055900
1912,72122090
1913,39191020
1914,82055900
1915,39199000
1916,82055900
1917,74153300
1918,82055900
1919,82055900
1920,74153300
1921,82055900
1922,68042211
1923,39222000
1924,68042211
1925,68042211
1926,39222000
1927,68042211
1928,39222000
1929,68042211
1930,39222000
1931,39222000
1932,39229000
1933,39229000
1934,39229000
1935,39229000
1936,39229000
1937,39229000
1938,39229000
1939,44079990
1940,27101230
1941,32149000
1942,32149000
1943,38140090
1944,32081020
1945,32091010
1946,32081020
1947,32081020
1948,32081020
1949,85444900
1950,85444900
1951,85444900
1952,85444900
1953,85444900
1954,85444900
1955,85444900
1956,85444900
1957,85444900
1958,85444900
1959,85444900
1960,85444900
1961,85444900
1962,85444900
1963,85444900
1964,85444900
1965,85444900
1966,85444900
1967,85444900
1968,85444900
1969,85444900
1970,85444900
1971,85444900
1972,85444900
1973,85444900
1974,85444900
1975,85444900
1976,85444900
1977,85444900
1978,85444900
1979,85444900
1980,85444900
1981,85444900
1982,85444900
1983,85444900
1984,85444900
1985,85444900
1986,85444900
1987,85444900
1988,85444900
1989,85444900
1990,85444900
1991,85444900
1992,85444900
1993,85444900
1994,85444900
1995,85444900
1996,85444900
1997,85444900
1998,85444900
1999,85444900
2000,85444900
2001,85444900
2002,85444900
2003,85444900
2004,85444900
2005,85444900
2006,85444900
2007,85444900
2008,85444900
2009,85444900
2010,85444900
2011,68042211
2012,68042211
2013,85444900
2014,85444900
2015,85444900
2016,85444900
2017,85444900
2018,85444900
2019,85444900
2020,32091010
2021,85444900
2022,32091010
2023,32091010
2024,32091010
2025,85444900
2026,85444900
2027,85444900
2028,85444900
2029,85444900
2030,85444900
2031,85444900
2032,85444900
2033,83024100
2034,68042211
2035,83024100
2036,68042219
2037,94032000
2038,83021000
2039,83021000
2040,83021000
2041,83021000
2042,82055900
2043,82055900
2044,44170010
2045,83021000
2046,44170010
2047,83021000
2048,44170010
2049,83021000
2050,44170010
2051,83021000
2052,44170010
2053,83021000
2054,83021000
2055,83021000
2056,83021000
2057,83021000
2058,83021000
2059,83021000
2060,83021000
2061,83021000
2062,83021000
2063,83021000
2064,83021000
2065,83021000
2066,83021000
2067,83021000
2068,83014000
2069,83014000
2070,83014000
2071,83014000
2072,83014000
2073,83014000
2074,83014000
2075,83014000
2076,83014000
2077,83014000
2078,83014000
2079,83014000
2080,83014000
2081,83014000
2082,83014000
2083,83014000
2084,83014000
2085,83014000
2086,83014000
2087,83014000
2088,83014000
2089,83014000
2090,83014000
2091,32091010
2092,32091010
2093,68042219
2094,32091010
2095,68042219
2096,32091010
2097,32091010
2098,32091010
2099,32091010
2100,32091010
2101,32091010
2102,32091010
2103,32091010
2104,32091010
2105,32091010
2106,32091010
2107,32091010
2108,68042219
2109,32091010
2110,32091010
2111,68042219
2112,32091010
2113,32091010
2114,68042190
2115,32091010
2116,32091010
2117,32091010
2118,32091010
2119,68042190
2120,32091010
2121,32091010
2122,68042190
2123,32091010
2124,32091010
2125,32091010
2126,44072990
2127,32091010
2128,32091010
2129,32091010
2130,39259090
2131,39259090
2132,39259090
2133,39174090
2134,84818019
2135,84818019
2136,39173100
2137,84818019
2138,84818019
2139,84818019
2140,84818019
2141,39174090
2142,39229000
2143,39173290
2144,39173290
2145,39173290
2146,90049020
2147,32081010
2148,90049020
2149,32081010
2150,32081010
2151,32081010
2152,39269090
2153,39174090
2154,39174090
2155,39174090
2156,84813000
2157,84819090
2158,32081010
