CD_MATERIAL,CD_NCM
2159,84819090
2160,84819090
2161,38244000
2162,38244000
2163,38244000
2165,39174090
2166,39174090
2167,39174090
2168,39174090
2169,39174090
2170,39174090
2171,39174090
2172,39174090
2174,39172300
2175,39172300
2176,39172300
2177,39172300
2178,39174090
2179,39174090
2180,39174090
2181,39174090
2182,39174090
2183,39174090
2185,39174090
2186,39174090
2187,39174090
2188,39174090
2189,39174090
2190,39174090
2191,84818095
2192,32081010
2193,32081010
2194,84818095
2195,84818095
2197,84818095
2198,84818095
2199,84818095
2200,39174090
2201,39174090
2202,39174090
2203,39174090
2204,39174090
2205,39174090
2206,39174090
2207,39174090
2208,39174090
2209,39174090
2211,39174090
2212,39174090
2213,39174090
2214,39174090
2215,39174090
2216,39174090
2217,39174090
2218,39174090
2219,39174090
2220,39174090
2221,39174090
2222,39174090
2223,39174090
2224,39174090
2225,39174090
2226,39174090
2227,39174090
2228,84818095
2230,39172300
2232,39172300
2233,39172300
2234,39172300
2235,39172300
2236,39172300
2237,39172300
2238,39172300
2239,39172300
2240,39172300
2241,39172300
2242,39174090
2243,39174090
2244,39174090
2245,39174090
2246,39174090
2247,39174090
2248,39174090
2250,84813000
2251,84813000
2252,85393100
2254,85393100
2255,85393100
2256,85393100
2257,85393100
2258,85393100
2259,85393100
2260,85393100
2261,85393100
2262,85393100
2263,85393100
2264,85393100
2265,85393100
2266,85393100
2267,85393100
2268,85392200
2270,85392200
2271,85392200
2272,69109000
2273,69109000
2275,69109000
2276,69109000
2277,69109000
2278,69109000
2279,69101000
2280,85366100
2281,85161000
2282,85161000
2283,85161000
2284,85362000
2285,85362000
2286,85362000
2287,85362000
2288,85362000
2290,85362000
2291,85362000
2292,85362000
2293,85362000
2294,85362000
2295,85362000
2296,85362000
2297,85362000
2299,85362000
2300,85362000
2301,85362000
2302,85362000
2303,85362000
2304,85362000
2305,85362000
2306,85362000
2307,85362000
2308,85362000
2309,85362000
2310,85362000
2311,85362000
2312,85362000
2313,85362000
2314,85362000
2316,85362000
2317,85362000
2318,85161000
2319,85161000
2320,85161000
2322,85161000
2323,39191020
2324,39191020
2326,39191020
2327,39191020
2329,85366990
2331,85366990
2332,85366990
2334,85366990
2335,85366100
2336,85366100
2337,85168010
2338,85168010
2339,85168010
2340,85168010
2341,94051190
2342,32081010
2343,32081010
2344,32081010
2345,32081010
2346,32081010
2347,32081010
2348,32081010
2349,94052000
2350,32081010
2351,32081010
2352,94052000
2353,32081010
2354,94051190
2355,32081010
2356,32081010
2357,94051190
2358,32081010
2359,32081010
2360,32081010
2362,94051190
2363,69049000
2364,42032900
2366,68051000
2367,32081010
2368,72122090
2369,72122090
2370,85369090
2372,83024900
2373,83024900
2374,39259090
2375,39259090
2376,39259090
2377,73181200
2378,39259090
2379,83024900
2380,44079990
2381,44079990
2382,44079990
2383,44079990
2384,44079990
2385,44079990
2386,44079990
2387,44079990
2388,44079990
2389,44079990
2390,44079990
2391,44079990
2392,44079990
2393,44079990
2394,44160090
2395,44170090
2396,44170090
2397,44170090
2398,44170090
2400,44079990
2401,44079990
2402,44079990
2403,44079990
2404,44072500
2405,44079990
2406,44079990
2407,44079990
2408,44079990
2409,44071100
2410,32081010
2411,32081010
2412,32081010
2413,32081010
2414,32081010
2415,32081010
2416,32081010
2417,32081010
2418,32081010
2419,32081010
2420,32081010
2421,32081010
2422,32081010
2423,32081010
2424,32081010
2425,32081010
2426,32081010
2427,83014000
2428,83014000
2429,83014000
2430,83014000
2431,83014000
2432,83014000
2433,83014000
2434,83014000
2435,83014000
2436,83014000
2437,83014000
2438,83014000
2439,83014000
2440,83014000
2441,83014000
2442,83014000
2443,83014000
2444,83014000
2445,83014000
2446,83014000
2447,83014000
2448,83014000
2449,83014000
2450,83014000
2451,83014000
2452,83014000
2453,83014000
2454,83014000
2455,83014000
2456,83014000
2457,83014000
2458,83014000
2459,83014000
2460,32081010
2461,25222300
2462,83014000
2463,83024900
2464,25223000
2465,83021000
2466,25223000
2467,83021000
2468,25223000
2469,25223000
2470,83021000
2471,25223000
2472,25223000
2473,83021000
2474,25223000
2475,25223000
2476,25223000
2477,83021000
2478,32091010
2479,83014000
2480,83014000
2481,83014000
2482,27101230
2483,94051190
2484,94051190
2485,94051190
2486,94051190
2487,94051190
2488,94051190
2489,94051190
2490,94051190
2491,85311090
2492,85311090
2493,39173229
2494,39173229
2495,39173229
2496,85311090
2497,85177099
2498,85177099
2499,85177099
2500,85365090
2501,85366910
2502,85444200
2503,85444200
2504,85444200
2505,85444200
2506,85444200
2507,85444200
2508,27101919
2509,85444200
2510,85444200
2511,85444200
2512,27101919
2513,22071090
2514,94051190
2515,94051190
2516,94051190
2517,83011000
2518,83011000
2519,83011000
2520,83011000
2521,83011000
2522,83011000
2523,83011000
2524,83011000
2525,83011000
2526,83011000
2527,83011000
2528,83011000
2529,83011000
2530,44219900
2531,83016000
2532,83016000
2533,83016000
2534,83021000
2535,94032000
2536,83014000
2537,83014000
2538,83014000
2539,83014000
2540,83014000
2541,83014000
2542,83014000
2543,83014000
2544,83014000
2545,83014000
2546,83014000
2547,83014000
2548,83014000
2549,83014000
2550,83014000
2551,83014000
2552,83014000
2553,83014000
2554,83014000
2555,83014000
2556,83014000
2557,83014000
2558,83014000
2559,83014000
2560,83014000
2561,83014000
2562,83014000
2563,83014000
2564,83014000
2565,83014000
2566,83014000
2567,83014000
2568,83024900
2569,83014000
2570,83014000
2571,85444200
2572,83014000
2573,85444200
2574,85444200
2575,85444200
2576,83014000
2577,85444200
2578,85444200
2579,83014000
2580,85364900
2581,83014000
2582,85364900
2583,85364900
2584,85364900
2585,83014000
2586,85365090
2587,83014000
2588,85365090
2589,85365090
2590,85365090
2591,83014000
2592,85365090
2593,85365090
2594,85365090
2595,83014000
2596,85365090
2597,83014000
2598,83014000
2599,85365090
2600,85365090
2601,85365090
2602,83014000
2603,85365090
2604,83014000
2605,85365090
2606,83014000
2607,85365090
2608,83014000
2609,85365090
2610,83014000
2611,85365090
2612,83014000
2613,85365090
2614,83014000
2615,85365090
2616,85365090
2617,85365090
2618,83014000
2619,85365090
2620,83014000
2621,85365090
2622,85365090
2623,83014000
2624,83014000
2625,85365090
2626,83014000
2627,85365090
2628,85366910
2629,83014000
2630,85366910
2631,85365090
2632,85365090
2633,85365090
2634,39269090
2635,85365090
2636,85365090
2637,85365090
2638,39269090
2639,85365090
2640,68071000
2641,39269090
2642,85365090
2643,85365090
2644,39269090
2645,27150000
2646,39269090
2647,27150000
2648,39269090
2649,27150000
2650,27150000
2651,39269090
2652,38089119
2653,27101921
2654,82055900
2655,38245000
2656,82055900
2657,38244000
2658,82055900
2659,90172000
2660,38245000
2661,38244000
2662,90172000
2663,38244000
2664,90172000
2665,90172000
2666,32149000
2667,90172000
2668,72142000
2669,90172000
2670,82053000
2671,72142000
2672,82053000
2673,82053000
2674,82052000
2675,82052000
2676,72142000
2677,82052000
2678,82052000
2679,82052000
2680,72142000
2681,82052000
2683,32089029
2684,85365090
2685,32089029
2686,68042111
2687,85365090
2688,85365090
2689,94051190
2690,68042211
2691,94051190
2692,84818019
2693,85365090
2694,68042211
2695,85369090
2696,68042211
2697,68053020
2698,85365090
2699,68053020
2701,84818019
2702,85369090
2703,39174090
2704,68053020
2705,84818095
2706,68053020
2707,84818095
2708,85369090
2709,68053020
2710,68053020
2711,68053020
2712,85365090
2713,68042119
2714,85369090
2715,68042119
2716,85369090
2717,85369090
2718,68042119
2719,82075011
2720,85369090
2721,68052000
2722,85369090
2723,68052000
2724,82075011
2725,85365090
2726,68052000
2727,39259090
2728,68052000
2729,84818095
2730,39259090
2731,84818095
2732,68052000
2733,84818095
2734,68052000
2735,68052000
2736,68052000
2737,68052000
2738,82075011
2739,68052000
2740,39259090
2741,68051000
2742,39259090
2743,39259090
2744,68051000
2745,39174090
2746,39174090
2747,68051000
2748,39174090
2749,68051000
2750,39259090
2751,84818019
2752,82075011
2753,39259090
2754,68051000
2755,39259090
2756,72142000
2757,68051000
2758,94051190
2759,68051000
2760,94051190
2761,94051190
2762,68051000
2763,82075011
2764,68052000
2765,72142000
2766,94051190
2767,82075011
2768,72142000
2769,82075011
2770,68052000
2771,68052000
2772,82075011
2773,72142000
2774,68052000
2775,82075011
2776,72142000
2777,68052000
2778,68052000
2779,39209990
2780,82075011
2781,68052000
2782,82075011
2783,68052000
2784,82075011
2785,68052000
2786,82075011
2787,68052000
2788,82075011
2789,82075011
2790,68052000
2791,82075011
2792,68043000
2793,82075011
2794,76042920
2795,82075011
2796,82075011
2797,82075011
2798,76042920
2799,76042920
2800,82075011
2801,76042920
2802,82075011
2803,82075011
2804,82075011
2805,82075011
2807,85393100
2808,82075011
2809,85393100
2810,82075011
2811,85393100
2812,85393100
2813,85392190
2814,85395200
2815,85395200
2816,85395200
2817,85395200
2818,39209990
2819,85395200
2820,85437099
2821,82075011
2822,39209990
2823,82075011
2824,82075011
2825,32149000
2826,82075011
2827,82075011
2828,82075011
2829,38249041
2830,82075011
2831,94051190
2832,39259090
2833,82075011
2834,32081010
2835,85393100
2836,85365090
2837,82075011
2838,32081010
2839,85365090
2840,94053100
2841,32081010
2842,85365090
2843,32081010
2844,82075011
2845,85365090
2846,85366910
2847,32081010
2848,94051190
2849,32081010
2850,85366910
2851,32081010
2852,84649090
2853,27101230
2854,85366910
2855,94051190
2856,85366910
2857,85366910
2858,94051190
2859,85366910
2860,27101919
2861,84649090
2862,85366910
2863,94051190
2864,38140090
2865,85366910
2866,68042119
2867,85366910
2868,94051190
2869,84811000
2870,85366910
2871,82052000
2872,94051190
2873,85366910
2874,84811000
2875,94051190
2876,85177099
2877,94051190
2878,25223000
2879,85366910
2880,85366910
2881,94051190
2882,94051190
2883,85366910
2884,85366910
2885,94051190
2886,85366910
2887,85366910
2888,85177099
2889,94051190
2890,17122015
2891,85177099
2892,85366910
2893,94051190
2894,82023900
2895,85366910
2896,85177099
2897,85366910
2898,94051190
2899,82023900
2900,85366910
2901,85177099
2902,85366910
2903,82023900
2904,85392200
2905,94051190
2906,85366910
2907,85366910
2908,85177099
2909,94051190
2910,82023900
2911,85366910
2912,42032900
2913,85366910
2914,94051190
2915,85366910
2916,82023900
2917,85366910
2918,42032900
2919,85366910
2920,82021000
2921,94051190
2922,42032900
2923,85366910
2924,85366910
2925,42032900
2926,94051190
2927,85366910
2928,85366910
2929,85366910
2930,76101000
2931,94051190
2932,76101000
2933,90178010
2934,76101000
2935,85441100
2936,85441100
2937,94051190
2938,76101000
2939,90178010
2940,85444900
2941,76101000
2942,85444900
2943,76101000
2944,85444900
2945,90178010
2946,85395200
2947,76101000
2948,85444900
2949,76101000
2950,85444900
2951,85444900
2952,76101000
2953,85444900
2954,85444900
2955,85444900
2956,83021000
2957,68109900
2958,85444900
2959,94051190
2960,85006687
2961,68109900
2962,85441100
2963,68109900
2964,85441100
2965,85441100
2966,94053100
2967,68109900
2968,85441100
2969,68109900
2970,83021000
2971,85441100
2972,85441100
2973,68109900
2974,94054100
2975,83021000
2976,85441100
2977,68109900
2978,85441100
2979,68109900
2980,83021000
2981,85441100
2982,94051190
2983,85441100
2984,68109900
2985,39172300
2986,39172300
2987,85311090
2988,83021000
2989,68109900
2990,39172900
2991,83021000
2992,39172900
2993,39172900
2994,68109900
2995,39172900
2996,39172900
2997,83021000
2998,68109900
2999,39172900
3000,39172900
3001,39172900
3002,83021000
3003,39172900
3004,39172900
3005,39172900
3006,83021000
3007,39229000
3008,94051190
3009,39229000
3010,73100000
3011,39172100
3012,73100000
3013,94051190
3014,42021210
3015,39172100
3016,39251000
3017,39172100
3018,94051190
3019,39229000
3020,85041000
3021,73089093
3022,94051190
3023,69109000
3024,85041000
3025,69109000
3026,69109000
3027,85311090
3028,85041000
3029,94051190
3030,99999999
3031,85041000
3032,85183000
3033,35061090
3034,85041000
3035,84818019
3036,84818019
3037,85041000
3038,84818019
3039,35061090
3040,85041000
3041,84818019
3042,85365090
3043,68118100
3044,35061090
3045,68118100
3046,83021000
3047,72104910
3048,82032010
3049,72104910
3050,44184000
3051,82032010
3053,44123900
3054,32089021
3055,83021000
3056,83021000
3057,82032010
3058,83021000
3059,83021000
3060,83021000
3061,32089021
3062,85366910
3063,83100000
3064,83014000
3065,83014000
3066,40170000
3067,82075011
3068,83014000
3069,39259090
3070,82075011
3071,83100000
3072,39259090
3073,83014000
3074,83100000
3075,82075011
3076,83014000
3077,83100000
3078,83014000
3079,82075011
3080,83100000
3081,83014000
3082,83014000
3083,83100000
3084,82075011
3085,83014000
3086,83100000
3087,83014000
3088,83100000
3089,83014000
3090,83014000
3091,83100000
3092,83014000
3093,83021000
3094,83014000
3095,83014000
3096,83014000
3097,83014000
3098,83014000
3099,83014000
3100,83014000
3101,83014000
3102,83014000
3103,83014000
3104,83014000
3105,83014000
3106,83014000
3107,83014000
3108,83014000
3109,83024100
3110,83014000
3111,83014000
3112,83014000
3113,83014000
3114,83024100
3115,83014000
3116,83014000
3117,83014000
3118,83024100
3119,83014000
3120,83014000
3121,83014000
3122,83014000
3123,83014000
3124,83013000
3125,83014000
3126,83014000
3127,83014000
3128,83014000
3129,83014000
3130,84818019
3131,83024100
3132,83014000
3133,83024100
3134,68109900
3135,68109900
3136,83024100
3137,83014000
3138,73241000
3139,83024100
3140,73241000
3141,84818095
3142,83024100
3143,83014000
3144,84818095
3145,83024100
3146,84818095
3147,84818095
3148,83014000
3149,84818095
3150,83024100
3151,39172300
3152,83024100
3153,39172300
3154,83014000
3155,39172300
3156,85444900
3157,83014000
3158,85444900
3159,83014000
3160,85444900
3161,83014000
3162,85023100
3163,85023100
3164,83014000
3165,85023100
3166,85023100
3167,83014000
3168,84818019
3169,39229000
3170,83014000
3171,83014000
3172,40170000
3173,40170000
3174,82052000
3175,82052000
3176,90153000
3177,83014000
3178,83014000
3179,90153000
3180,83014000
3181,90153000
3182,90153000
3183,82055900
3184,83014000
3185,82055900
3186,82055900
3187,83014000
3188,90158090
3189,83014000
3190,90158090
3191,90158090
3192,83014000
3193,82021000
3194,83015000
3195,82055900
3196,73130000
3197,83014000
3198,73130000
3199,83014000
3200,73144100
3201,73144100
3202,73144100
3203,83014000
3204,73144100
3205,83014000
3206,83014000
3207,73144100
3208,73144100
3209,83014000
3210,83014000
3211,39173900
3212,83014000
3213,39173900
3214,83014000
3215,83014000
3216,85437099
3217,83014000
3218,85369090
3219,85393100
3220,83014000
3221,85369090
3222,83014000
3223,85393100
3224,85369090
3225,83014000
3226,85393100
3227,85369090
3228,85393100
3229,83014000
3230,85393100
3231,85369090
3232,83014000
3233,44072990
3234,83014000
3235,83014000
3236,83014000
3237,83014000
3238,83014000
3239,83014000
3240,83014000
3241,85393100
3242,83014000
3243,85393100
3244,72142000
3245,85393100
3246,85393100
3247,85393100
3248,85393100
3249,85393100
3250,85393100
3251,85393100
3252,94051190
3253,94051190
3254,85311090
3255,94051190
3256,85393100
3257,85393100
3258,44079990
3259,44072990
3260,44072990
3261,76169900
3262,72104910
3263,72104910
3264,72104910
3265,72142000
3266,40139000
3268,35061010
3272,39252000
3273,39252000
3274,39252000
3275,39252000
3276,69072200
3277,69072200
3278,69072200
3279,69072200
3280,69072200
3281,69072200
3282,69072200
3288,73231000
3290,40069000
3291,84818019
3292,84819010
3293,85395200
3294,85395200
3295,94051190
3302,73181200
3303,73181200
3304,73181200
3305,73181500
3306,73181500
3307,73181500
3308,73181200
3309,73181200
3310,73181200
3311,73181200
3312,73181500
3313,73181500
3314,73181600
3315,76061190
3316,76061190
3317,76061190
3318,76061190
3319,76061190
3320,72106100
3321,72106100
3327,54072000
3328,68071000
3329,68071000
3330,39199090
3331,54072000
3332,54072000
3333,54072000
3334,54072000
3335,54072000
3336,54072000
3337,54072000
3338,69109000
3339,69109000
3340,69109000
3341,69109000
3342,69109000
3343,69109000
3344,69109000
3345,69109000
3346,85161000
3347,84818019
3348,84818019
3349,84818019
3350,84818019
3351,69109000
3352,69109000
3353,69109000
3354,69109000
3362,39251000
3364,73170090
3365,73170090
3367,82055900
3368,82059000
3378,76101000
3379,76101000
3380,39191020
3381,94037000
3382,94037000
3383,39222000
3384,39222000
3385,39222000
3386,39222000
3387,39222000
3388,39221000
3389,39221000
3390,39259090
3391,39259090
3392,39174090
3393,84818095
3394,84818095
3395,84818095
3396,39259090
3397,39259090
3398,84818019
3399,84818019
3400,84818019
3401,32141020
3402,25223000
3404,84818019
3405,32081010
3406,25223000
3407,25223000
3408,85364900
3409,85366910
3410,76101000
3411,76101000
3412,76101000
3413,39172900
3414,39074090
3415,39074090
3416,90261029
3417,90261029
3418,84137080
3419,84137080
3420,84244100
3421,82075011
3422,82075011
3423,82075011
3424,82075011
3425,82075011
3426,82075011
3427,82075011
3428,82075011
3430,39174090
3431,39174090
3432,39174090
3433,39174090
3437,85362000
3438,85362000
3444,87168000
3445,44170090
3447,82019000
3448,82019000
3449,39269090
3450,39269090
3451,82055900
3452,82052000
3454,85369090
3455,85369090
3456,85369090
3457,85369090
3458,85369090
3459,85393100
3460,73269090
3461,85393100
3462,85395200
3463,85395200
3464,85395200
3465,85395200
3466,85395200
3467,94051190
3468,94051190
3469,68042111
3470,68052000
3471,39269090
3472,32082011
3473,32082011
3474,39203000
3475,85393111
3476,85392200
3477,83011000
3478,83011000
3479,83011000
3480,83014000
3481,83014000
3482,83014000
3483,83014000
3484,83014000
3485,83014000
3507,64039990
3508,39173229
3509,39173229
3510,39173229
3511,39173229
3512,39173229
3513,39173229
3514,39173229
3515,39173229
3516,39173100
3517,39173229
3518,39173229
3519,39173229
3521,39172300
3522,39172300
3523,39172300
3524,39172300
3525,39174090
3526,39174090
3527,39174090
3528,39174090
3529,39174090
3530,39174090
3531,39174090
3532,39174090
3533,39174090
3534,39209990
3535,39209990
3537,39209990
3538,72162100
3539,83024900
3540,84138100
3541,84138100
3542,38245000
3543,38245000
3544,38245000
3546,44170090
3547,54077200
3548,54077200
3549,54077200
3550,54077200
3551,54077200
3552,96039000
3553,72122090
3556,85444900
3557,85444900
3558,85444900
3559,85444900
3560,85444900
3561,85444900
3562,85444900
3563,85444900
3564,85444900
3565,85444900
3566,85444900
3567,85444900
3568,85444900
3569,85444900
3570,85444900
3571,83016000
3572,83014000
3573,83100000
3574,83100000
3575,83100000
3576,83100000
3577,83100000
3578,83100000
3579,83100000
3580,83100000
3581,83021000
3585,38140090
3586,32081020
3587,42022900
3588,82119390
3589,82021000
3590,68042119
3591,82075011
3592,82031010
3593,90318099
3594,90178090
3595,39259090
3596,84818093
3597,84818093
3598,39259090
3599,39259090
3600,39259090
3601,39259090
3602,39259090
3603,54077100
3604,54077100
3605,54077100
3606,54077100
3607,54077100
3608,84716052
3609,40069000
3610,39222000
3611,39222000
3612,39222000
3613,39222000
3614,39222000
3615,39222000
3616,39251000
3617,39229000
3618,39229000
3619,39229000
3620,39229000
3621,39229000
3622,39174090
3623,39229000
3624,39229000
3625,39173300
3626,39173300
3627,39173300
3628,39229000
3629,39174090
3630,39174090
3631,39174090
3632,84818019
3633,84818019
3634,84818019
3635,84818019
3636,84818011
3638,87169090
3639,87169090
3640,82013000
3641,82019000
3642,82013000
3643,85366910
3644,85366910
3645,85366910
3646,85366910
3647,68042211
3648,68042211
3649,68052000
3650,68052000
3651,68052000
3652,68052000
3653,68052000
3654,68052000
3655,68052000
3656,68052000
3657,68052000
3658,68052000
3659,68052000
3660,68051000
3661,68051000
3662,68051000
3663,68051000
3664,68051000
3665,68051000
3666,68051000
3667,68051000
3668,68051000
3669,68052000
3670,68052000
3671,68052000
3672,68052000
3673,68052000
3674,68052000
3675,68052000
3676,68042190
3678,84819090
3679,38089119
3680,32149000
3681,32149000
3682,84818019
3683,83111000
3684,83111000
3685,76152000
3686,44123900
3687,83021000
3688,44182100
3689,39259090
3690,27101230
3691,22071090
3692,85366910
3693,44160090
3694,44160090
3695,44182000
3696,44182000
3697,44079990
3698,44079990
3699,44079990
3700,44079990
3701,44079990
3702,44079990
3703,44079990
3704,44079990
3705,44079990
3706,44079990
3707,44079990
3708,44079990
3709,44079990
3710,44079990
3711,44079990
3712,44079990
3713,44079990
3714,44079990
3715,44079990
3716,44079990
3717,44079990
3718,44079990
3719,44079990
3720,44079990
3721,44079990
3722,44079990
3723,44079990
3724,44079990
3725,44079990
3726,44079990
3727,44079990
3728,44079990
3729,44079990
3730,44079990
3731,44079990
3732,44079990
3733,44079990
3734,44079990
3735,44079990
3736,44079990
3737,44079990
3738,44079990
3739,44079990
3740,44123900
3741,44123900
3742,44129900
3743,44123900
3744,44123900
3745,44123900
3746,44181100
3747,44181100
3748,44181100
3749,44181100
3750,44079990
3751,44079990
3752,44079990
3753,44079990
3754,44079990
3755,44079990
3756,44079990
3757,44079990
3758,44079990
3759,44079990
3760,44079990
3761,44079990
3762,44079990
3763,44079990
3764,44079990
3765,44079990
3766,44079990
3767,44079990
3768,44079990
3769,44079990
3770,44079990
3771,44079990
3772,44079990
3773,44079990
3774,44079990
3775,44079990
3776,44079990
3777,44079990
3778,44079990
3779,44079990
3780,44079990
3781,44079990
3782,44079990
3783,44079990
3784,44079990
3785,44079990
3786,44079990
3787,44079990
3788,44079990
3789,44079990
3790,44079990
3791,44079990
3792,44079990
3793,44079990
3794,44079990
3795,44079990
3796,44079990
3797,44079990
3798,44079990
3799,44079990
3800,44079990
3801,44079990
3802,44079990
3803,44079990
3804,44079990
3805,44079990
3806,44079990
3807,44079990
3808,44079990
3809,44079990
3810,44079990
3811,44079990
3812,44079990
3813,44079990
3814,44079990
3815,44079990
3816,44079990
3817,44079990
3818,44079990
3819,44079990
3820,44079990
3821,44079990
3822,44079990
3823,44079990
3824,44079990
3825,44079990
3826,44079990
3827,44079990
3828,44079990
3829,44079990
3830,44079990
3831,44079990
3832,44079990
3833,44079990
3834,44079990
3835,44079990
3836,44079990
3837,44079990
3838,44079990
3839,44079990
3840,44079990
3841,44079990
3842,44079990
3843,44079990
3844,44079990
3845,44079990
3846,44079990
3847,44079990
3848,44079990
3849,44079990
3850,44079990
3851,44079990
3852,44079990
3853,44079990
3854,44079990
3855,44079990
3856,44079990
3857,44079990
3858,44079990
3859,44079990
3860,44079990
3861,44079990
3862,44079990
3863,44079990
3864,44079990
3865,44079990
3866,44079990
3867,44079990
3868,44079990
3869,44079990
3870,44079990
3871,44079990
3872,44079990
3873,44079990
3874,44079990
3875,44079990
3876,44079990
3877,44079990
3878,44079990
3879,44079990
3880,44079990
3881,44079990
3882,44079990
3883,44079990
3884,44079990
3885,44079990
3886,44079990
3887,44189000
3888,44071000
3889,44071000
3890,44071000
3891,44129900
3892,44123900
3893,44123900
3894,44123900
3895,44129900
3896,44079990
3897,44079990
3898,44079990
3899,44079990
3900,44182900
3901,44182900
3902,44182900
3903,44182100
3904,44182100
3905,44182100
3906,44182100
3907,44182100
3908,44182100
3909,44182100
3910,44182100
3911,44182900
3912,44182900
3913,44182900
3914,44182900
3915,44182900
3916,44182900
3917,44079990
3918,44079990
3919,44079990
3920,44079990
3921,44079990
3922,44079990
3923,44079990
3924,44079990
3925,44182900
3926,44182900
3927,44182900
3928,44182900
3929,44182900
3930,44182900
3931,44182900
3932,44182900
3933,44182900
3934,44182900
3935,44182900
3936,44182900
3937,44182900
3938,44182900
3939,44182900
3940,44182900
3941,44182900
3942,44182900
3943,44182900
3944,44182900
3945,44182900
3946,44079990
3947,44079990
3948,44079990
3949,44079990
3950,44079990
3951,44079990
3952,44079990
3953,44079990
3954,44079990
3955,44079990
3956,44079990
3957,44079990
3958,44071100
3959,44071100
3960,44079990
3961,72171090
3962,40169990
3963,72142000
3964,72131000
3965,72131000
3966,84819010
3967,32082011
3968,32082011
3969,32082011
3970,32082011
3971,32082011
3972,32082011
3973,32082011
3974,32082011
3975,32041700
3976,32141020
3977,25223000
3978,25223000
3979,25223000
3980,25223000
3981,25223000
3982,25223000
3983,25223000
3984,25223000
3985,25223000
3986,25223000
3987,25223000
3988,25223000
3989,25223000
3990,25223000
3991,25223000
3992,25223000
3993,25223000
3994,25223000
3995,32091010
3996,32091010
3997,32081010
3998,32081010
3999,32081010
4000,32081010
4001,32081010
4002,32081010
4003,32081010
4004,32081010
4005,32081010
4006,32081010
4007,32081010
4008,32081010
4009,32081010
4010,40139000
4011,40119090
4012,85393100
4013,85395200
4014,85393100
4015,85393100
4016,85393100
4017,85393100
4018,32082011
4019,32082011
4020,73102190
4021,73102190
4022,39172300
4023,32149000
4024,54077100
4025,72122090
4026,85444900
4027,85444900
4028,85444900
4029,85444900
4030,85444900
4031,85444900
4032,83014000
4033,32081010
4034,32081020
4035,32081020
4036,32081020
4037,32081010
4038,32081010
4039,84818093
4040,84818011
4041,96040000
4042,96040000
4043,96040000
4044,68042119
4045,68042190
4046,44160090
4047,44072990
4048,44072990
4049,44072990
4050,44182100
4051,44129900
4052,44079990
4053,44079990
4054,44079990
4055,44129900
4056,44182100
4057,44182100
4058,64039990
4059,64039990
4060,64039990
4061,64039990
4062,64039990
4063,64039990
4064,64039990
4065,44079990
4066,44079990
4067,44079990
4068,44079990
4069,44079990
4070,85362000
4071,85362000
4072,85362000
4073,85362000
4074,85362000
4075,85362000
4076,85362000
4077,85362000
4078,44129900
4079,44129900
4080,44129900
4081,44123900
4082,44160090
4083,44160090
4084,44160090
4085,44160090
4086,44181100
4087,44181100
4088,44181100
4089,44181100
4090,44079990
4091,44079990
4092,44079990
4093,44079990
4094,44182000
4095,44182000
4096,44182000
4097,44182000
4098,44079990
4099,44079990
4100,44079990
4101,44079990
4102,44079990
4103,44079990
4104,44079990
4105,44182100
4106,44182100
4107,44182100
4108,44182100
4109,44079990
4110,44079990
4111,44079990
4112,44079990
4113,44079990
4114,44079990
4115,44182000
4116,44182000
4117,44182000
4118,44182100
4119,44182100
4120,44182100
4121,44182100
4122,44182100
4123,39174090
4124,44182100
4125,44182100
4126,44182100
4127,44182100
4128,44182100
4129,44182100
4130,83021000
4131,44079990
4132,44079990
4133,44079990
4134,44079990
4135,44079990
4136,64039990
4137,64039990
4138,64039990
4139,64039990
4140,64039990
4141,64039990
4142,64039990
4143,64039990
4144,64039990
4145,64039990
4146,64039990
4147,64039990
4148,64039990
4149,64039990
4150,44072990
4151,44079990
4152,44079990
4153,44071000
4154,68118100
4155,68118100
4156,27101932
4157,94051190
4158,39269090
4159,39269090
4160,32082011
4161,32082011
4162,44079990
4163,32082011
4164,32082011
4165,44129900
4166,68118100
4167,44160090
4168,44129900
4169,32081010
4170,32082011
4171,44160090
4172,44079990
4173,44092900
4174,44182100
4175,83014000
4176,83014000
4177,83014000
4178,83014000
4179,44160090
4180,39269090
4181,39269090
4182,73144100
4183,73144100
4184,73144100
4185,73144100
4186,82014000
4187,82014000
4188,39263000
4189,39263000
4190,44182100
4191,44079990
4192,44182100
4193,44182100
4194,44182100
4195,44182100
4196,54077200
4197,54077200
4198,69109000
4199,44072990
4200,84649090
4201,44079990
4202,44079990
4203,44079990
4204,44079990
4205,44072990
4206,44072990
4207,73144100
4208,84819090
4209,84819090
4210,44072990
4211,44072990
4212,44072990
4213,44072990
4214,44072990
4215,44072990
4216,44072990
4217,44072990
4218,44072990
4219,44079990
4220,44123900
4221,44123900
4222,44123900
4223,44123900
4224,44079990
4225,44079990
4226,44079990
4227,44079990
4228,44079990
4229,44079990
4230,44079990
4231,44079990
4232,44079990
4233,44079990
4234,44079990
4235,44079990
4236,44079990
4237,44182100
4238,48025610
4239,87087090
4240,87169090
4241,87169090
4242,87083090
4243,84254910
4244,87083090
4245,87169090
4246,87169090
4247,87169090
4248,87169090
4249,87169090
4250,87169090
4251,87169090
4252,87169090
4253,87169090
4254,87169090
4255,87169090
4256,68118100
4257,44182100
4258,44182100
4259,44182100
4260,44182100
4261,44182100
4262,44182100
4263,44129900
4264,44182900
